title,abbr,key,category,parent,parent_key,description,url,jurisdiction,jurisdiction_code,source,source_url,address,contact,email,tags,created_at,updated_at
echo: improving women's health in ontario,,on/echo-improving-women-s-health-in-ontario,agency,  health and long-term care,health-and-long-term-care,"  Echo's objects include:1. To be the focal point and catalyst for women's health at the provincial level.2. To promote equity and improved health for the women of Ontario by working in collaborative partnerships with the health system, the community, researchers and policy stakeholders.3. To conduct, fund and partner on policy-relevant research initiatives to fill knowledge gaps in women's health.4. To provide input to policy, in collaboration with stakeholders, to improve the health status of women, reduce health inequities utilizing a population health framework, and promote the provision of accessible, appropriate, effective and equitable care for women.5. To synthesize and translate women's health knowledge into a variety of information tools and services.6. To act as the provincial advisor on women's health to the Minister, the Government and stakeholders.7. To provide expert advice and recommendations in response to requests from the Minister.",  N/A,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,  603 - 250 Dundas St W   Toronto M5T2Z5 ON,,,,6/5/13,7/8/13
education quality and accountability office,,on/education-quality-and-accountability-office,agency,  education,education,"  The Office has the following objects: To evaluate the quality and effectiveness of elementary and secondary school education; to develop tests and require or undertake the administering and marking of tests of pupils in elementary and secondary schools; to develop systems for evaluating the quality and effectiveness of elementary and secondary school education; to research and collect information on assessing academic achievement; to evaluate the public accountability of boards and to collect information on strategies for improving that accountability; to report to the public and to the Minister on the results of tests and generally on the quality and effectiveness of elementary and secondary school education and on the public accountability of boards; and to make recommendations, in its reports to the public and to the Minister, on any matter related to the quality or effectiveness of elementary and secondary school education or to the public accountability of boards.",  www.eqao.com,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,  Suite 1200 2 Carlton Street  Toronto M5B 2M9 ONT,,,,6/5/13,7/8/13
education relations commission,,on/education-relations-commission,agency,  education,education,"  The commission advises the Lieutenant Governor in Council when, in the opinion of the commission, the continuation of a strike or lock-out of board employees will place in jeopardy the successful completion of courses of study by the affected pupils.",  www.olrb.gov.on.ca/english/erc.htm,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,  2nd Floor 505 University Avenue  Toronto M5G 2P1 ON,,,,6/5/13,7/8/13
ehealth ontario,,on/ehealth-ontario,agency,  health and long-term care,health-and-long-term-care,"  The objects of the agency are to provide eHealth Services and related support for the effective and efficient planning, management, and delivery of health care in Ontario; to develop eHealth Services strategy and operational policy; and to protect the privacy of individuals whose personal information or personal health information is collected, transmitted, stored or exchanged by and through the agency, in accordance with the Freedom of Information and Protection of Privacy Act, the Personal Health Information Protection Act, 2004 and any other applicable law.",  www.ehealthontario.on.ca/,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,"  777 Bay Street, Suite 701 P.O. Box 148  Toronto M5G 2C8 ONT",,,,6/5/13,7/8/13
electrical safety authority,,on/electrical-safety-authority,agency,  consumer services,consumer-services,  The board of directors will supervise the management of the business affairs of the administrative authority for the administration of the Act and corresponding regulations.,  www.esasafe.com,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,"  Suite 202, 155A Matheson Boulevard W,  Mississauga L5R 3L5 ON",,,,6/5/13,7/8/13
environmental review tribunal (environment and land tribunals ontario),,on/environmental-review-tribunal-environment-and-land-tribunals-ontario,agency,  attorney general,attorney-general,"  The Environmental Review Tribunal is a provincial adjudicative agency. It functions as a quasi-judicial body, subject to the rules of natural justice and the requirements of the Statutory Powers Procedure Act. The Tribunal's primary role is adjudicating applications and appeals under 11 different environmental and planning statutes. The Tribunal provides a mechanism for individuals and organizations to appeal decisions made under these statutes.The main role of the Tribunal is to adjudicate applications and appeals made under the Environmental Assessment Act, the Environmental Protection Act, the Ontario Water Resources Act, the Nutrient Management Act, the Safe Drinking Water Act, the Waste Management Act, the Pesticides Act, and leave to appeal applications under the Environmental Bill of Rights.In addition, the Tribunal functions as the Niagara Escarpment Hearing Officer to hear development permit appeals and Niagara Escarpment Plan amendment applications under the Niagara Escarpment Planning and Development Act. The Tribunal also functions as the Hearing Officer under the Oak Ridges Moraine Conservation Act and under the Greenbelt Act.The Tribunal provides an independent and impartial review of decisions. The Tribunal also provides a fair and unbiased public hearing process which assesses the merits of proposed development projects, plans or programs that may impact the environment. The Environmental Review Tribunal is designated as part of an adjudicative tribunal cluster by regulation made under the Adjudicative Tribunals Accountability, Governance and Appointments Act, 2009.",  www.aemat.gov.on.ca/english/default.html,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,"  655 Bay Street, Suite 1500   Toronto M5G 1E5 ON",,,,6/5/13,7/8/13
family rules committee,,on/family-rules-committee,agency,  attorney general,attorney-general,"  Subject to the approval of the Attorney General, the Family Rules Committee may make rules for the Court of Appeal, the Superior Court of Justice and the Ontario Court of Justice in relation to the practice and procedure of those courts in the proceedings referred to in the Schedule to section 21.8.",  N/A,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,"  Court of Appeal for Ontario, Osgoode Hall, 130 Queen Street West Toronto M5H 2N5 ON",,,,6/5/13,7/8/13
fanshawe college of applied arts and technology - board of governors,,on/fanshawe-college-of-applied-arts-and-technology-board-of-governors,agency,"  training, colleges and universities",training-colleges-and-universities,"  The mandate for Ontario's Colleges of Applied Arts and Technology is to offer a comprehensive program of career-oriented, postsecondary education and training to assist individuals in finding and keeping employment, to meet the needs of employers and the changing work environment and to support the economic and social needs of their local and diverse communities. The board of governors of each college has been authorized to govern the college and is responsible for ensuring that it is effectively and appropriately managed to achieve this mandate. The board of governors is responsible for defining the role and mission of the college and, thereby, setting the strategic directions for the college to achieve. The board of governors has responsibility for fiduciary oversight and institutional performance.",  www.fanshawec.ca,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,  1001 Fanshawe College Boulevard P.O. Box 7005  London N5Y 5R6 ON,,,,6/5/13,7/8/13
financial services commission of ontario,,on/financial-services-commission-of-ontario,agency,  finance,finance,"  The purposes of the commission are to provide regulatory services that protect the public interest and enhance public confidence in the regulated sectors. Regulated sectors consist of, all co-operative corporations to which the Co-operative Corporations Act applies; all credit unions, caisses populaires and leagues to which the Credit Unions and Caisses Populaires Act, 1994 applies; all persons engaged in the business of insurance and governed by the Insurance Act; all corporations registered or incorporated under the Loan and Trust Corporations Act; all mortgage brokers registered under the Mortgage Brokers Act; or all persons who establish or administer a pension plan within the meaning of the Pension Benefits Act and all employers or other persons on their behalf who are required to contribute to any such pension plan. The commission will make recommendations to the Minister on matters affecting the regulated sectors and provide the resources necessary for the proper functioning of the Financial Services Tribunal.",  www.fsco.gov.on.ca,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,  5160 Yonge Street PO Box 85  Toronto M2N 6L9 ONT,,,,6/5/13,7/8/13
financial services tribunal,,on/financial-services-tribunal,agency,  finance,finance,  The tribunal is an adjudicative body which holds hearings on decisions of the Superintendent which may be appealed or reviewed.,  www.fstontario.ca/english/,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,  P.O. Box 85 14th Floor 5160 Yonge Street Toronto M2N 6L9 ONT,,,,6/5/13,7/8/13
fire marshal's public fire safety council,,on/fire-marshal-s-public-fire-safety-council,agency,  community safety and correctional services,community-safety-and-correctional-services,"  The objects of the Council are, to promote fire safety throughout the province; to produce and distribute materials for public education with respect to fire safety; to provide or endorse training, education and fire prevention activities; to facilitate and co-ordinate the public exchange of information and ideas on matters of fire safety; to solicit, receive, manage and distribute money and other property to support the objects described; and to enter into partnerships and agreements with persons or organizations in the private sector or with public bodies or organizations to further the objects described; and to advise the Fire Marshal on matters of fire safety.",  www.firesafetycouncil.com,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,  7th Floor 5775 Yonge Street  North York M2M 4J1 ON,,,,6/5/13,7/8/13
"fire safety commission (safety, licensing appeals and standards tribunals ontario)",,on/fire-safety-commission-safety-licensing-appeals-and-standards-tribunals-ontario,agency,  attorney general,attorney-general,"  The commission hears appeals concerning the orders made by the Fire Marshal or the Fire Marshal's assistants, under the Fire Protection and Prevention Act. The Fire Safety Commission is designated as part of an adjudicative tribunal cluster by regulation made under the Adjudicative Tribunals Accountability, Governance and Appointments Act, 2009.",  N/A,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,  7th Floor 5775 Yonge Street  Toronto M2M 4J1 Ont.,,,,6/5/13,7/8/13
fish and wildlife heritage commission,,on/fish-and-wildlife-heritage-commission,agency,  natural resources,natural-resources,"  On the request of the Minister, the commission will consider and make recommendations to the Minister on: the promotion of practices that will contribute to recreational hunting and fishing being valued by future generations; the promotion of public participation in fish and wildlife conservation programs; the promotion of youth participation in hunting, fishing and other fish and wildlife activities; the promotion of tourism related to hunting, fishing and other fish and wildlife activities; the promotion of new opportunities for hunting, fishing and other fish and wildlife activities and any other matter referred to the commission by the Minister.",  N/A,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,  300 Water Street P.O. Box 7000  Peterborough K9J 8M5 ON,,,,6/5/13,7/8/13
french language health services advisory council,,on/french-language-health-services-advisory-council,agency,  health and long-term care,health-and-long-term-care,"  The council provides advice to the Minister about health and service delivery issues related to francophone communities and priorities and strategies for the provincial strategic plan related to those communities. Council members represent views of the francophone community, prepare reports, and analyze research/information for the purpose of bringing to the attention of the Minister critical issues emerging in their community.",  N/A,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,  -   - - -,,,,6/5/13,7/8/13
friends of the greenbelt foundation,,on/friends-of-the-greenbelt-foundation,agency,  environment,environment,"  Friends of the Greenbelt Foundation will receive and maintain a fund and apply it to other qualified organizations to advance projects to preserve, protect and restore the environmental and agricultural integrity of the Greenbelt Area as defined in the Greenbelt Act, 2005 and the regulations there under. The Foundation will oversee activities such as the promotion of agriculture and viniculture, research, public education, land stewardship and land acquisition across the Greenbelt.",  www.greenbelt.ca,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,"  Friends of the Greenbelt Foundation 68 Scollard Street, Suite 201  Toronto M5R 1G2 ON",,,,6/5/13,7/8/13
george brown college of applied arts and technology - board of governors,,on/george-brown-college-of-applied-arts-and-technology-board-of-governors,agency,"  training, colleges and universities",training-colleges-and-universities,"  The mandate for Ontario's Colleges of Applied Arts and Technology is to offer a comprehensive program of career-oriented, postsecondary education and training to assist individuals in finding and keeping employment, to meet the needs of employers and the changing work environment and to support the economic and social needs of their local and diverse communities. The board of governors of each college has been authorized to govern the college and is responsible for ensuring that it is effectively and appropriately managed to achieve this mandate. The board of governors is responsible for defining the role and mission of the college and, thereby, setting the strategic directions for the college to achieve. The board of governors has responsibility for fiduciary oversight and institutional performance.",  www.georgebrown.ca,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,  200 King Street East   Toronto M5A 3W8 ON,,,,6/5/13,7/8/13
georgian college of applied arts and technology - board of governors,,on/georgian-college-of-applied-arts-and-technology-board-of-governors,agency,"  training, colleges and universities",training-colleges-and-universities,"  The mandate for Ontario's Colleges of Applied Arts and Technology is to offer a comprehensive program of career-oriented, postsecondary education and training to assist individuals in finding and keeping employment, to meet the needs of employers and the changing work environment and to support the economic and social needs of their local and diverse communities. The board of governors of each college has been authorized to govern the college and is responsible for ensuring that it is effectively and appropriately managed to achieve this mandate. The board of governors is responsible for defining the role and mission of the college and, thereby, setting the strategic directions for the college to achieve. The board of governors has responsibility for fiduciary oversight and institutional performance.",  www.georgianc.on.ca,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,  1 Georgian Drive   Barrie L4M3X9 ON,,,,6/5/13,7/8/13
grain financial protection board,,on/grain-financial-protection-board,agency,  agriculture and food,agriculture-and-food,"  The Board collects fees, administers compensation funds and approves claims made against the Funds. The Funds were set up under the Grain Financial Protection Program to protect producers of grain corn, soybeans, wheat and canola in the event of defaults on payment by licensed buyers.",  N/A,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,"  Agricorp 1st Flr NE, 1 Stone Rd W, PO Box 3660 Stn Central Guelph N1H 8M4 ONT",,,,6/5/13,7/8/13
"grant review team - algoma, cochrane, manitoulin and sudbury - ontario trillium foundation",,on/grant-review-team-algoma-cochrane-manitoulin-and-sudbury-ontario-trillium-foundation,agency,"  tourism, culture and sport",tourism-culture-and-sport,  Grant Review Teams are advisory committees to the Board of Directors of the Ontario Trillium Foundation. They ensure effective outreach and communications regarding the funding programs and review grant applications within the guidelines provided by Trillium and including site visits.,  www.otf.ca,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,"  800 Bay St, 5th Floor   Toronto M5S 3A9 ON",,,,6/5/13,7/8/13
grant review team - champlain - ontario trillium foundation,,on/grant-review-team-champlain-ontario-trillium-foundation,agency,"  tourism, culture and sport",tourism-culture-and-sport,  Grant Review Teams are advisory committees to the Board of Directors of the Ontario Trillium Foundation. They ensure effective outreach and communications regarding the funding programs and review grant applications within the guidelines provided by Trillium and including site visits.,  www.otf.ca,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,"  800 Bay St, 5th Floor   Toronto M5S 3A9 ON",,,,6/5/13,7/8/13
"grant review team - durham, haliburton, kawartha and pine ridge - ontario trillium foundation",,on/grant-review-team-durham-haliburton-kawartha-and-pine-ridge-ontario-trillium-foundation,agency,"  tourism, culture and sport",tourism-culture-and-sport,  Grant Review Teams are advisory committees to the Board of Directors of the Ontario Trillium Foundation. They ensure effective outreach and communications regarding the funding programs and review grant applications within the guidelines provided by Trillium and including site visits.,  www.otf.ca,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,"  800 Bay St, 5th Floor   Toronto M5S 3A9 ON",,,,6/5/13,7/8/13
"grant review team - essex, kent and lambton - ontario trillium foundation",,on/grant-review-team-essex-kent-and-lambton-ontario-trillium-foundation,agency,"  tourism, culture and sport",tourism-culture-and-sport,  Grant Review Teams are advisory committees to the Board of Directors of the Ontario Trillium Foundation. They ensure effective outreach and communications regarding the funding programs and review grant applications within the guidelines provided by Trillium and including site visits.,  www.otf.ca,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,"  800 Bay St, 5th Floor   Toronto M5S 3A9 ON",,,,6/5/13,7/8/13
grant review team - grand river - ontario trillium foundation,,on/grant-review-team-grand-river-ontario-trillium-foundation,agency,"  tourism, culture and sport",tourism-culture-and-sport,  Grant Review Teams are advisory committees to the Board of Directors of the Ontario Trillium Foundation. They ensure effective outreach and communications regarding the funding programs and review grant applications within the guidelines provided by Trillium and including site visits.,  www.otf.ca,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,"  800 Bay St, 5th Floor   Toronto M5S 3A9 ON",,,,6/5/13,7/8/13
"grant review team - grey, bruce, huron, perth - ontario trillium foundation",,on/grant-review-team-grey-bruce-huron-perth-ontario-trillium-foundation,agency,"  tourism, culture and sport",tourism-culture-and-sport,  Grant Review Teams are advisory committees to the Board of Directors of the Ontario Trillium Foundation. They ensure effective outreach and communications regarding the funding programs and review grant applications within the guidelines provided by Trillium and including site visits.,  www.otf.ca,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,"  800 Bay St, 5th Floor   Toronto M5S 3A9 ON",,,,6/5/13,7/8/13
grant review team - halton-peel - ontario trillium foundation,,on/grant-review-team-halton-peel-ontario-trillium-foundation,agency,"  tourism, culture and sport",tourism-culture-and-sport,  Grant Review Teams are advisory committees to the Board of Directors of the Ontario Trillium Foundation. They ensure effective outreach and communications regarding the funding programs and review grant applications within the guidelines provided by Trillium and including site visits.,  www.otf.ca,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,"  800 Bay St, 5th Floor   Toronto M5S 3A9 ON",,,,6/5/13,7/8/13
grant review team - hamilton - ontario trillium foundation,,on/grant-review-team-hamilton-ontario-trillium-foundation,agency,"  tourism, culture and sport",tourism-culture-and-sport,  Grant Review Teams are advisory committees to the Board of Directors of the Ontario Trillium Foundation. They ensure effective outreach and communications regarding the funding programs and review grant applications within the guidelines provided by Trillium and including site visits.,  www.otf.ca,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,"  800 Bay St, 5th Floor   Toronto M5S 3A9 ON",,,,6/5/13,7/8/13
"grant review team - muskoka, nipissing, parry sound and timiskaming - ontario trillium foundation",,on/grant-review-team-muskoka-nipissing-parry-sound-and-timiskaming-ontario-trillium-foundation,agency,"  tourism, culture and sport",tourism-culture-and-sport,  Grant Review Teams are advisory committees to the Board of Directors of the Ontario Trillium Foundation. They ensure effective outreach and communications regarding the funding programs and review grant applications within the guidelines provided by Trillium and including site visits.,  www.otf.ca,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,"  800 Bay St, 5th Floor   Toronto M5S 3A9 ON",,,,6/5/13,7/8/13
grant review team - niagara - ontario trillium foundation,,on/grant-review-team-niagara-ontario-trillium-foundation,agency,"  tourism, culture and sport",tourism-culture-and-sport,  Grant Review Teams are advisory committees to the Board of Directors of the Ontario Trillium Foundation. They ensure effective outreach and communications regarding the funding programs and review grant applications within the guidelines provided by Trillium and including site visits.,  www.otf.ca,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,"  800 Bay St, 5th Floor   Toronto M5S 3A9 ON",,,,6/5/13,7/8/13
grant review team - northwestern - ontario trillium foundation,,on/grant-review-team-northwestern-ontario-trillium-foundation,agency,"  tourism, culture and sport",tourism-culture-and-sport,  Grant Review Teams are advisory committees to the Board of Directors of the Ontario Trillium Foundation. They ensure effective outreach and communications regarding the funding programs and review grant applications within the guidelines provided by Trillium and including site visits.,  www.otf.ca,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,"  800 Bay St, 5th Floor   Toronto M5S 3A9 ON",,,,6/5/13,7/8/13
"grant review team - quinte, kingston, rideau - ontario trillium foundation",,on/grant-review-team-quinte-kingston-rideau-ontario-trillium-foundation,agency,"  tourism, culture and sport",tourism-culture-and-sport,  Grant Review Teams are advisory committees to the Board of Directors of the Ontario Trillium Foundation. They ensure effective outreach and communications regarding the funding programs and review grant applications within the guidelines provided by Trillium and including site visits.,  www.otf.ca,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,"  800 Bay St, 5th Floor   Toronto M5S 3A9 ON",,,,6/5/13,7/8/13
grant review team - simcoe-york - ontario trillium foundation,,on/grant-review-team-simcoe-york-ontario-trillium-foundation,agency,"  tourism, culture and sport",tourism-culture-and-sport,  Grant Review Teams are advisory committees to the Board of Directors of the Ontario Trillium Foundation. They ensure effective outreach and communications regarding the funding program and review grant applications within the guidelines provided by Trillium and including site visits.,  www.otf.ca,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,"  800 Bay St, 5th Floor   Toronto M5S 3A9 ON",,,,6/5/13,7/8/13
grant review team - thames valley - ontario trillium foundation,,on/grant-review-team-thames-valley-ontario-trillium-foundation,agency,"  tourism, culture and sport",tourism-culture-and-sport,  Grant Review Teams are advisory committees to the Board of Directors of the Ontario Trillium Foundation. They ensure effective outreach and communications regarding the funding programs and review grant applications within the guidelines provided by Trillium and including site visits.,  www.otf.ca,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,"  800 Bay St, 5th Floor   Toronto M5S 3A9 ON",,,,6/5/13,7/8/13
grant review team - toronto - ontario trillium foundation,,on/grant-review-team-toronto-ontario-trillium-foundation,agency,"  tourism, culture and sport",tourism-culture-and-sport,  Grant Review Teams are advisory committees to the Board of Directors of the Ontario Trillium Foundation. They ensure effective outreach and communications regarding the funding programs and review grant applications within the guidelines provided by Trillium and including site visits.,  www.otf.ca,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,"  800 Bay St, 5th Floor   Toronto M5S 3A9 ON",,,,6/5/13,7/8/13
"grant review team - waterloo, wellington, dufferin - ontario trillium foundation",,on/grant-review-team-waterloo-wellington-dufferin-ontario-trillium-foundation,agency,"  tourism, culture and sport",tourism-culture-and-sport,  Grant Review Teams are advisory committees to the Board of Directors of the Ontario Trillium Foundation. They ensure effective outreach and communications regarding the funding programs and review grant applications within the guidelines provided by Trillium and including site visits.,  www.otf.ca,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,"  800 Bay St, 5th Floor   Toronto M5S 3A9 ON",,,,6/5/13,7/8/13
greater london international airport authority,,on/greater-london-international-airport-authority,agency,  transportation,transportation,"  The authority is responsible for managing, operating and developing the airport for the public benefit and in a way that is safe, efficient and financially viable.",  www.londonairport.on.ca,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,  1750 Crumlin Road   London N5V 3B6 ONT,,,,6/5/13,7/8/13
greater toronto airports authority,,on/greater-toronto-airports-authority,agency,  transportation,transportation,"  The authority is responsible for managing, operating and developing the airport for the public benefit and in a way that is safe, efficient and financially viable.",  www.gtaa.com,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,"  Toronto Pearson International Airport P.O. Box 6031, 3111 Convair Drive  Toronto AMF L5P 1B2 ON",,,,6/5/13,7/8/13
greenbelt council,,on/greenbelt-council,agency,  municipal affairs and housing,municipal-affairs-and-housing,"  The Council will provide advice to the Minister on administering, monitoring and reviewing the Greenbelt. This includes providing advice on the implementation of the Greenbelt Plan, performance measures, any proposed amendments to the Greenbelt Plan and the 10-year review of the Plan.",  www.mah.gov.on.ca/page196.aspx,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,"  Ministry of Municipal Affairs and Housing 777 Bay Street, 16th Floor  Toronto M5G 2E5 ON",,,,6/5/13,7/8/13
grievance settlement board,,on/grievance-settlement-board,agency,  labour,labour,"  The board adjudicates rights disputes between the employee organization and the employer. Disputes involve matters such as dismissals, suspensions and other forms of discipline, working conditions and classifications. Policy grievances between the employee organization and the employer may require the board to interpret the provisions contained in collective agreements. The board provides mediation services to assist the parties in reaching a settlement without resorting to adjudication.",  www.psab.gov.on.ca,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,  The Dundas/Edward Centre Suite 600 180 Dundas Street West Toronto M5G 1Z8 Ont.,,,,6/5/13,7/8/13
health professions appeal and review board,,on/health-professions-appeal-and-review-board,agency,  health and long-term care,health-and-long-term-care,"  The Health Professions Appeal and Review Board is an independent adjudicative and regulatory tribunal created by the Ministry of Health and Long-Term Care Appeal and Review Boards Act, 1998 to provide oversight to the regulated health professions and veterinarians of Ontario. Under the Regulated Health Professions Act, 1991 and the Veterinarians Act, the Board functions as a quasi-judicial adjudicative and regulatory tribunal with jurisdiction respecting the regulatory activities of twenty-seven health professional Colleges governing twenty-nine regulated health professions (human and animal), and the practice privilege decisions of 155 public hospitals. The Board reviews decisions of health professional colleges respecting the conduct of health professionals; holds hearings and reviews of applications for both entry into the health professions and conditions on professional practice; holds hearings or reviews of applications for accreditation with respect to veterinary and pharmacies facilities; and hears appeals from the decisions of hospital boards of directors respecting hospital admitting and practice privileges of physicians.",  www.hparb.on.ca,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,  Health Boards Secretariat 9th Floor 151 Bloor Street West Toronto M5S 2T5 ONT,,,,6/5/13,7/8/13
health professions regulatory advisory council,,on/health-professions-regulatory-advisory-council,agency,  health and long-term care,health-and-long-term-care,"  The Council advises the Minister on whether unregulated health professions should be regulated, whether regulated health professions should no longer be regulated, amendments to the Act, a health profession act or a regulation under those acts, quality assurance and patient relations programs of Ontario's health regulatory Colleges, and on matters referred to it by the Minister.",  www.hprac.org,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,  8th Floor 55 St. Clair Avenue West  Toronto M4V 2Y7 ONT,,,,6/5/13,7/8/13
health services appeal and review board,,on/health-services-appeal-and-review-board,agency,  health and long-term care,health-and-long-term-care,"  The Health Services Appeal and Review Board is an independent adjudicative and regulatory tribunal created by the Ministry of Health and Long-Term Care Appeal and Review Boards Act, 1998 to hold appeals, hearings and reviews concerning publicly insured health services under the Health Insurance Act; eligibility for placement in long-term care facilities; community-based long term care service providers regarding the scope and level of services provided; ambulance services; health facility licensing; municipal health boards' compliance with mandatory programs; community health hazards; and communicable diseases.",  www.hsarb.on.ca,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,"  151 Bloor Street West, 9th Floor,   Toronto M5S 2T5 ON",,,,6/5/13,7/8/13
health unit board - algoma,,on/health-unit-board-algoma,agency,  health and long-term care,health-and-long-term-care,"  Boards of health are responsible for providing public health programs and services to the area communities in the health unit. The programs include healthy growth and development, healthy lifestyles, communicable disease control and healthy environment programs.",  www.ahu.on.ca,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,  .   . . .,,,,6/5/13,7/8/13
health unit board - brant county,,on/health-unit-board-brant-county,agency,  health and long-term care,health-and-long-term-care,"  Boards of health are responsible for providing public health programs and services to the area communities in the health unit. The programs include healthy growth and development, healthy lifestyles, communicable disease control and healthy environment programs.",  www.bchu.org,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,  .   . . .,,,,6/5/13,7/8/13
