title,abbr,key,category,parent,parent_key,description,url,jurisdiction,jurisdiction_code,source,source_url,address,contact,email,tags,created_at,updated_at
Special investigations unit,,bc/special-investigations-unit,,British Columbia Securities Commission,bc/british-columbia-securities-commission,,"",British Columbia,ocd-division/country:ca/province:bc,B.C. Government directory,http://dir.gov.bc.ca/gtds.cgi?Index=ByUnitHier,"P.O. Box 10142, Pacific Centre 701 W. Georgia Street Vancouver BC V7Y1L2",,,,6/6/13,7/8/13
Corporate services,,bc/corporate-services,,British Columbia Securities Commission,bc/british-columbia-securities-commission,,"",British Columbia,ocd-division/country:ca/province:bc,B.C. Government directory,http://dir.gov.bc.ca/gtds.cgi?Index=ByUnitHier,"P.O. Box 10142, Pacific Centre 701 West Georgia Street Vancouver BC V7Y1L2 CANADA",,,,6/6/13,7/8/13
Human resources and corporate services ,,bc/human-resources-and-corporate-services,,British Columbia Securities Commission,bc/british-columbia-securities-commission,,"",British Columbia,ocd-division/country:ca/province:bc,B.C. Government directory,http://dir.gov.bc.ca/gtds.cgi?Index=ByUnitHier,"P.O. Box 10142, Pacific Centre 701 West Georgia Street Vancouver BC V7Y1L2",,,,6/6/13,7/8/13
Human resources services,,bc/human-resources-services,,British Columbia Securities Commission,bc/british-columbia-securities-commission,,"",British Columbia,ocd-division/country:ca/province:bc,B.C. Government directory,http://dir.gov.bc.ca/gtds.cgi?Index=ByUnitHier,"P.O. Box 10142, Pacific Centre 701 West Georgia Street Vancouver BC V7Y1L2",,,,6/6/13,7/8/13
Corporate services,,bc/corporate-services,,British Columbia Securities Commission,bc/british-columbia-securities-commission,,"",British Columbia,ocd-division/country:ca/province:bc,B.C. Government directory,http://dir.gov.bc.ca/gtds.cgi?Index=ByUnitHier,"P.O. Box 10142, Pacific Centre 701 West Georgia Street Vancouver BC V7Y1L2",,,,6/6/13,7/8/13
Purchasing & facilities,,bc/purchasing-facilities,,British Columbia Securities Commission,bc/british-columbia-securities-commission,,"",British Columbia,ocd-division/country:ca/province:bc,B.C. Government directory,http://dir.gov.bc.ca/gtds.cgi?Index=ByUnitHier,"P.O. Box 10142, Pacific Centre 701 West Georgia Street Vancouver BC V7Y1L2",,,,6/6/13,7/8/13
Systems development,,bc/systems-development,,British Columbia Securities Commission,bc/british-columbia-securities-commission,,"",British Columbia,ocd-division/country:ca/province:bc,B.C. Government directory,http://dir.gov.bc.ca/gtds.cgi?Index=ByUnitHier,"PO BOX 10142, Pacific Centre 701 West Georgia Street Vancouver BC V7Y1L2 CANADA",,,,6/6/13,7/8/13
Systems operations,,bc/systems-operations,,British Columbia Securities Commission,bc/british-columbia-securities-commission,,"",British Columbia,ocd-division/country:ca/province:bc,B.C. Government directory,http://dir.gov.bc.ca/gtds.cgi?Index=ByUnitHier,"P.O. Box 10142, Pacific Centre 701 West Georgia Street Vancouver BC V7Y1L2 CANADA",,,,6/6/13,7/8/13
Project management office ,,bc/project-management-office,,British Columbia Securities Commission,bc/british-columbia-securities-commission,,"",British Columbia,ocd-division/country:ca/province:bc,B.C. Government directory,http://dir.gov.bc.ca/gtds.cgi?Index=ByUnitHier,"P.O. Box 10142, Pacific Centre 701 West Georgia Street Vancouver BC V7Y1L2 CANADA",,,,6/6/13,7/8/13
Chief technology officer's office,,bc/chief-technology-officer-s-office,,British Columbia Securities Commission,bc/british-columbia-securities-commission,,"",British Columbia,ocd-division/country:ca/province:bc,B.C. Government directory,http://dir.gov.bc.ca/gtds.cgi?Index=ByUnitHier,"P.O. Box 10142, Pacific Centre 701 West Georgia Street Vancouver BC V7Y1L2 CANADA",,,,6/6/13,7/8/13
Information management services,,bc/information-management-services,,British Columbia Securities Commission,bc/british-columbia-securities-commission,,"",British Columbia,ocd-division/country:ca/province:bc,B.C. Government directory,http://dir.gov.bc.ca/gtds.cgi?Index=ByUnitHier,"P.O. Box 10142, Pacific Centre 701 West Georgia Street Vancouver BC V7Y1L2 CANADA",,,,6/6/13,7/8/13
Information architecture,,bc/information-architecture,,British Columbia Securities Commission,bc/british-columbia-securities-commission,,"",British Columbia,ocd-division/country:ca/province:bc,B.C. Government directory,http://dir.gov.bc.ca/gtds.cgi?Index=ByUnitHier,"P.O. Box 10142, Pacific Centre 701 West Georgia Street Vancouver BC V7Y1L2 CANADA",,,,6/6/13,7/8/13
Cabinet operations,,bc/cabinet-operations,,Cabinet Operations,bc/cabinet-operations,,"",British Columbia,ocd-division/country:ca/province:bc,B.C. Government directory,http://dir.gov.bc.ca/gtds.cgi?Index=ByUnitHier,PO BOX 9487 STN PROV GOVT Victoria BC V8W9W6 CANADA,,,,6/6/13,7/8/13
Castlegar,,bc/castlegar,,Columbia Power Corporation,bc/columbia-power-corporation,,http://www.columbiapower.org,British Columbia,ocd-division/country:ca/province:bc,B.C. Government directory,http://dir.gov.bc.ca/gtds.cgi?Index=ByUnitHier,,,cpc.info@columbiapower.org,,6/6/13,7/8/13
Community living bc headquarters vancouver,,bc/community-living-bc-headquarters-vancouver,,Community Living BC,bc/community-living-bc,,http://www.communitylivingbc.ca,British Columbia,ocd-division/country:ca/province:bc,B.C. Government directory,http://dir.gov.bc.ca/gtds.cgi?Index=ByUnitHier,,,,,6/6/13,7/8/13
Community living bc headquarters vancouver,,bc/community-living-bc-headquarters-vancouver,,Community Living BC,bc/community-living-bc,,http://www.communitylivingbc.ca,British Columbia,ocd-division/country:ca/province:bc,B.C. Government directory,http://dir.gov.bc.ca/gtds.cgi?Index=ByUnitHier,700-1200 W 73rd Avenue Vancouver BC V6P6G5 CANADA,,,,6/6/13,7/8/13
